#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-03-27T20:39:24 [V7.4.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-03-27T20:39:24	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/A+A/622/A149/tablec1&-order=I&-out=RAJ2000&-out=DEJ2000&-out=Otype&-out=Jmag&-out=Hmag&-out=Ksmag&-out=Class&-out=ClassFlag&-out=SimbadName&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36220149
#Name: J/A+A/622/A149
#Title: Vienna survey in Orion. III. (Grossschedl+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/a+a/622/a149	    IVOID of underlying data collection
#INFO	creator=Grossschedl J.E.	    First author or institution
#INFO	cites=bibcode:2019A&A...622A.149G	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/622/A149	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36220149	    Dataset identifier that can be used for citation
#INFO	publication_date=2021-08-26	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_A_A_622_A149_tablec1:
#Name: J/A+A/622/A149/tablec1
#Title: Catalog of YSO candidates and rejected YSOs
#Column	RAJ2000	(A12)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A13)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Otype	(a22)	Object Type as given in SIMBAD	[ucd=src.class]
#Column	Jmag	(F7.4)	? J magnitude from VISTA	[ucd=phot.mag;em.IR.J]
#Column	Hmag	(F7.4)	? H magnitude from VISTA	[ucd=phot.mag;em.IR.H]
#Column	Ksmag	(F7.4)	? Ks magnitude from VISTA	[ucd=phot.mag;em.IR.K]
#Column	Class	(A4)	YSO classification (9)	[ucd=meta.code.class]
#Column	ClassFlag	(I1)	[1/4] Flag to distinguish between candidates (10)	[ucd=meta.code]
#Column	SimbadName	(a24)	Simbad column added by the CDS	[ucd=meta.id]
RAJ2000	DEJ2000	Otype	Jmag	Hmag	Ksmag	Class	ClassFlag	SimbadName
05 35 07.013	-05 01 34.848	pMS*                  	18.0200	17.0860	16.3690	D   	1	[MGM2012] 2429
05 35 07.129	-04 55 50.786	pMS*                  	14.6770	13.2990	12.5760	AD  	1	[MGM2012] 2506
05 35 07.175	-05 52 05.949	YSO                   	       	14.0430	13.0890	F   	1	HOPS 17
05 35 07.271	-05 22 26.585	Unknown               	12.2800	11.5250	11.1920	D   	1	VISION J05350727-0522266
05 35 07.271	-05 26 11.334	pMS*                  	15.6430	13.9670	13.0770	AD  	1	[MGM2012] 1695
05 35 07.330	-05 38 40.935	Orion_V*              	13.9580	12.4530	11.5860	D   	1	[MGM2012] 1341
05 35 07.395	-05 56 06.059	pMS*                  	13.9860	13.3880	13.1160	D   	1	[MGM2012] 1119
05 35 07.396	-05 25 48.110	Irregular_V*          	12.9650	       	11.7870	D   	1	[MGM2012] 1712
05 35 07.501	-05 41 54.123	pMS*                  	       	       	       	fuzz	3	[MGM2012] 1287
05 35 07.529	-05 11 14.513	Orion_V*              	12.3520	11.2720	10.8280	D   	1	[MGM2012] 2269
05 35 07.522	-05 19 50.361	Orion_V*              	14.1920	       	11.5100	D   	1	[MGM2012] 2021
05 35 07.549	-04 45 55.068	pMS*                  	13.7200	13.1160	12.7230	D   	1	[MGM2012] 2657
05 35 07.574	-05 41 54.886	YSO                   	       	       	       	fuzz	3	HOPS 381
05 35 07.641	-05 24 00.683	Orion_V*              	12.8730	       	11.8650	AD  	1	[MGM2012] 1796
05 35 07.684	-05 36 58.704	Irregular_V*          	11.6980	10.6440	10.1780	D   	1	[MGM2012] 1378
05 35 07.727	-05 21 27.200	pMS*                  	14.7830	14.1880	13.5750	D   	1	[MGM2012] 1940
05 35 07.734	-05 21 01.464	Orion_V*              	14.1130	       	10.6240	D   	1	[MGM2012] 1967
05 35 07.796	-05 36 58.044	pMS*                  	       	       	       	D   	1	[MGM2012] 1379
05 35 07.830	-05 48 55.960	Orion_V*              	15.8920	13.9390	13.0080	D   	1	[MGM2012] 1193
05 35 07.918	-04 35 49.107	Orion_V*              	13.0000	12.0060	11.6730	TD  	1	[MGM2012] 2729
05 35 07.944	-05 21 17.233	Orion_V*              	13.3530	       	12.3130	D   	1	[MGM2012] 1954
05 35 07.969	-05 20 03.387	pMS*                  	18.2590	14.4510	12.4480	AD  	1	[MGM2012] 2007
05 35 07.991	-05 18 26.660	pMS*                  	14.5500	13.5740	12.9940	D   	1	[MGM2012] 2084
05 35 08.016	-05 32 44.291	Orion_V*              	12.3130	11.2320	10.4730	D   	1	VISION J05350802-0532443
05 35 08.066	-05 48 53.860	Orion_V*              	12.9610	11.8990	11.0570	D   	1	[MGM2012] 1194
05 35 08.073	-05 40 04.457	pMS*                  	15.9550	15.3230	14.8680	AD  	1	[MGM2012] 1322
05 35 08.128	-04 53 31.528	pMS*                  	16.8150	14.3600	13.0720	D   	1	[MGM2012] 2539
05 35 08.219	-05 37 04.752	Orion_V*              	11.7940	10.8720	10.4260	D   	1	[MGM2012] 1374
05 35 08.224	-05 20 46.964	pMS*                  	14.3030	       	12.1490	D   	1	[MGM2012] 1975
05 35 08.200	-04 37 08.941	pMS*                  	15.0660	14.4130	14.1150	D   	1	[MGM2012] 2723
05 35 08.235	-04 54 10.223	YSO                   	14.8340	11.9670	10.1480	F   	1	HOPS 101
05 35 08.295	-05 24 34.854	Orion_V*              	12.8350	       	11.7230	D   	1	[MGM2012] 1769
05 35 08.305	-05 19 37.266	pMS*                  	16.0890	15.0310	14.2790	AD  	1	[MGM2012] 2033
05 35 08.326	-05 19 14.200	pMS*                  	14.9260	13.8240	13.1240	D   	1	[MGM2012] 2049
05 35 08.319	-04 53 28.873	pMS*                  	17.0030	14.6510	13.2280	D   	1	[MGM2012] 2541
05 35 08.307	-05 47 51.378	pMS*                  	15.9640	15.2550	14.7650	D   	1	[MGM2012] 1202
05 35 08.346	-05 27 56.894	Orion_V*              	11.7600	10.4020	 9.6200	D   	1	[MGM2012] 1627
05 35 08.388	-05 28 29.322	Orion_V*              	12.6340	11.7760	10.8210	D   	1	[MGM2012] 1607
05 35 08.415	-05 21 19.823	Orion_V*              	14.9360	13.7080	12.8690	D   	1	[MGM2012] 1949
05 35 08.430	-05 23 04.966	pMS*                  	14.1190	13.0960	12.2690	D   	1	[MGM2012] 1860
05 35 08.515	-05 35 59.377	YSO                   	       	       	       	0   	1	HOPS 40
05 35 08.530	-05 25 17.964	Orion_V*              	12.1940	11.1640	10.6990	D   	1	VISION J05350853-0525180
05 35 08.536	-05 24 41.082	Orion_V*              	12.6890	11.7460	10.9320	D   	1	[MGM2012] 1763
05 35 08.596	-05 26 19.401	Orion_V*              	13.0490	       	11.7630	AD  	1	[MGM2012] 1693
05 35 08.602	-05 55 54.271	YSO                   	       	       	       	0   	1	HOPS 12
05 35 08.640	-05 38 30.490	Irregular_V*          	14.2480	13.0480	12.3680	AD  	1	[MGM2012] 1347
05 35 08.692	-04 46 52.366	Orion_V*              	12.6930	11.0740	 9.9110	D   	1	[MGM2012] 2648
05 35 08.703	-05 31 27.338	Orion_V*              	16.4210	15.5260	13.9230	D   	1	[MGM2012] 1509
05 35 08.698	-06 05 02.435	Flare*                	11.5450	10.9600	10.7470	AD  	2	V* V790 Ori
05 35 08.737	-05 04 40.763	Orion_V*              	12.3700	11.5540	11.1200	D   	1	[MGM2012] 2392
05 35 08.811	-05 41 05.255	pMS*                  	16.9290	15.4030	14.4260	D   	1	[MGM2012] 1306
05 35 08.850	-05 31 49.083	Orion_V*              	11.2620	10.3830	 9.8250	D   	1	[MGM2012] 1501
05 35 08.907	-05 19 33.189	Orion_V*              	14.2500	13.1620	12.6940	AD  	1	[MGM2012] 2040
05 35 08.919	-05 55 54.293	PartofCloud           	       	       	       	I   	2	JCMTSE J053508.7-055550
05 35 09.007	-04 27 51.054	Orion_V*              	10.7970	10.1090	 9.6340	D   	1	[MGM2012] 2761
05 35 09.015	-05 20 11.755	pMS*                  	14.6550	13.2250	12.4720	D   	1	[MGM2012] 2001
05 35 08.947	-05 58 27.399	YSO                   	       	       	17.0990	0   	1	HOPS 10
05 35 09.018	-06 15 50.528	pMS*                  	18.5650	16.9370	15.9300	D   	1	[MGM2012] 988
05 35 09.127	-05 16 44.153	pMS*                  	15.7290	14.2530	13.4380	D   	1	[MGM2012] 2149
05 35 09.180	-05 16 51.608	pMS*                  	14.6590	13.6890	13.1920	AD  	1	[MGM2012] 2144
05 35 09.206	-05 30 58.514	Orion_V*              	12.4780	10.5500	 9.3590	D   	1	[MGM2012] 1523
05 35 09.276	-04 06 16.597	Orion_V*              	14.8740	14.2990	14.0140	D   	1	[MGM2012] 2808
05 35 09.339	-05 21 41.572	pMS*                  	13.7650	11.5260	10.4280	D   	1	[MGM2012] 1929
05 35 09.449	-04 25 16.274	pMS*                  	14.9320	14.3650	14.0510	D   	1	[MGM2012] 2770
05 35 09.459	-04 57 11.668	Orion_V*              	14.0850	13.3950	13.0240	D   	1	[MGM2012] 2487
05 35 09.492	-05 27 48.884	pMS*                  	12.9220	11.5380	11.0500	D   	1	[MGM2012] 1634
05 35 09.553	-04 53 17.482	pMS*                  	15.7330	13.9480	12.9530	D   	1	[MGM2012] 2545
05 35 09.568	-05 19 42.679	YSO                   	15.8460	14.9890	14.1420	D   	1	[MGM2012] 2031
05 35 09.593	-05 28 22.814	Orion_V*              	11.9420	10.7600	10.1020	D   	1	[MGM2012] 1610
05 35 09.652	-05 26 23.340	Orion_V*              	12.9840	11.5650	10.5100	D   	1	[MGM2012] 1690
05 35 09.623	-04 44 49.226	pMS*                  	14.9010	14.1300	13.7310	AD  	1	[MGM2012] 2670
05 35 09.679	-05 23 55.874	Irregular_V*          	13.7930	11.6780	10.6030	AD  	1	VISION J05350968-0523559
05 35 09.794	-05 25 50.135	pMS*                  	15.3740	13.5980	12.6130	AD  	1	[MGM2012] 1711
05 35 09.816	-05 18 58.270	Orion_V*              	16.5110	14.6340	12.9390	D   	1	[MGM2012] 2059
05 35 09.850	-05 19 33.974	pMS*                  	12.0390	10.8850	10.2380	D   	1	VISION J05350985-0519340
05 35 09.835	-04 53 52.560	IR                    	18.3080	15.6410	14.0520	D   	2	2MASS J05350983-0453525
05 35 09.922	-05 21 43.322	pMS*                  	14.3640	       	11.0290	D   	1	[MGM2012] 1927
05 35 09.944	-05 14 49.903	Orion_V*              	14.8010	13.5850	12.7940	D   	1	[MGM2012] 2202
05 35 09.968	-05 57 11.894	pMS*                  	12.0550	10.5350	 9.6090	D   	1	[MGM2012] 1108
05 35 10.026	-05 24 01.902	pMS*                  	15.7650	13.3530	12.2360	AD  	1	[MGM2012] 1795
05 35 10.005	-05 14 57.139	pMS*                  	16.5150	15.3680	14.6830	D   	1	[MGM2012] 2199
05 35 10.048	-06 05 36.426	Orion_V*              	13.4840	11.8320	10.5930	D   	1	[MGM2012] 1049
05 35 10.067	-05 17 06.791	Orion_V*              	14.4680	13.0090	12.2600	D   	1	[MGM2012] 2133
05 35 10.076	-05 19 02.473	Orion_V*              	14.3240	13.1940	12.6670	D   	1	[MGM2012] 2054
05 35 10.075	-04 27 39.502	Ae*                   	10.9650	10.2450	 9.6870	D   	1	[MGM2012] 2762
05 35 10.154	-05 19 31.738	Orion_V*              	15.2820	13.2340	11.9620	D   	1	[MGM2012] 2041
05 35 10.143	-05 22 32.663	pMS*                  	12.1680	11.3110	11.2060	D   	1	VISION J05351014-0522327
05 35 10.192	-05 20 21.012	Orion_V*              	13.6180	       	12.0470	D   	1	[MGM2012] 1993
05 35 10.212	-05 18 33.756	Orion_V*              	15.4690	13.4210	12.3940	AD  	1	[MGM2012] 2079
05 35 10.211	-05 23 21.490	pMS*                  	11.6020	 9.7550	 8.9600	D   	1	VISION J05351021-0523215
05 35 10.245	-05 55 45.886	pMS*                  	       	       	       	AD  	1	[MGM2012] 1124
05 35 10.260	-05 23 16.333	YSO                   	14.1570	       	11.4390	D   	1	[MGM2012] 1847
05 35 10.287	-05 40 01.265	pMS*                  	16.8510	16.0780	15.7500	TD  	1	[MGM2012] 1324
05 35 10.296	-05 19 56.283	pMS*                  	12.9650	11.8820	11.4200	D   	1	[MGM2012] 2015
05 35 10.318	-05 21 13.010	Orion_V*              	11.7640	10.5480	 9.9320	D   	1	VISION J05351032-0521130
05 35 10.343	-05 29 03.535	Irregular_V*          	15.3440	14.2140	13.4770	D   	1	[MGM2012] 1582
05 35 10.329	-05 46 33.567	Ae*                   	 9.6240	 8.7080	 8.0850	D   	1	[MGM2012] 1215
05 35 10.399	-05 30 07.806	Irregular_V*          	14.3710	13.4430	12.9820	D   	1	[MGM2012] 1554
05 35 10.414	-05 19 52.383	Irregular_V*          	12.9120	11.7270	11.1960	AD  	1	[MGM2012] 2019
05 35 10.425	-05 21 34.527	pMS*                  	16.0550	13.9980	12.8800	D   	1	[MGM2012] 1935
05 35 10.415	-05 55 40.899	Candidate_YSO         	       	       	       	0   	1	HOPS 371
05 35 10.473	-05 26 00.319	Irregular_V*          	13.0260	       	11.8300	D   	1	[MGM2012] 1705
05 35 10.505	-05 22 45.522	Orion_V*              	10.4910	 9.8130	 9.4250	AD  	1	VISION J05351050-0522455
05 35 10.503	-05 26 18.290	Unknown               	 9.7010	 8.8270	 8.2580	AD  	2	[BOM2000] j105-618
05 35 10.528	-04 58 46.024	pMS*                  	19.2730	13.7180	10.5670	D   	1	[MGM2012] 2471
05 35 10.540	-05 24 16.653	Orion_V*              	13.5660	       	11.2000	D   	1	VISION J05351054-0524167
05 35 10.579	-05 21 56.231	Orion_V*              	11.0660	10.2570	 9.7600	D   	1	VISION J05351058-0521562
05 35 10.613	-05 35 05.878	YSO                   	       	       	16.9040	0   	1	HOPS 44
05 35 10.615	-05 22 55.962	pMS*                  	13.9290	11.4920	10.2240	D   	1	VISION J05351062-0522560
05 35 10.643	-05 23 03.382	*inCl                 	15.6690	12.9500	11.5690	AD  	2	VISION J05351064-0523034
05 35 10.644	-04 42 07.511	Orion_V*              	15.5140	14.3610	13.6410	D   	1	[MGM2012] 2692
05 35 10.695	-06 34 15.542	Orion_V*              	14.0710	12.9920	12.5960	D   	1	[MGM2012] 844
05 35 10.714	-05 08 16.802	pMS*                  	16.7090	14.3360	13.1590	D   	1	[MGM2012] 2327
05 35 10.803	-04 44 10.664	pMS*                  	13.3220	12.4510	12.0520	D   	1	[MGM2012] 2678
05 35 10.839	-05 25 56.920	Irregular_V*          	13.8100	12.3330	11.7940	AD  	1	VISION J05351084-0525569
05 35 10.892	-05 39 30.733	Star                  	18.6490	17.1670	16.3970	UP  	4	HOPS 34
05 35 10.936	-04 39 57.577	Orion_V*              	13.9690	12.4850	11.9590	TD  	1	[MGM2012] 2710
05 35 10.950	-04 56 39.739	Orion_V*              	17.0240	14.7260	13.4410	D   	1	[MGM2012] 2497
05 35 10.941	-05 24 48.581	Orion_V*              	11.4390	10.2400	 9.4930	D   	1	VISION J05351094-0524486
05 35 10.916	-05 22 46.361	*inCl                 	12.0850	10.5410	 9.9410	D   	1	VISION J05351092-0522464
05 35 10.988	-05 15 21.728	Orion_V*              	17.0130	13.0350	11.1210	D   	1	[MGM2012] 2190
05 35 11.098	-05 16 01.822	Irregular_V*          	16.0730	13.9960	12.9400	AD  	1	[MGM2012] 2170
05 35 11.196	-05 22 37.788	Orion_V*              	15.8360	12.4690	 9.7070	D   	1	[MGM2012] 1889
05 35 11.215	-05 17 20.910	Orion_V*              	12.3870	10.9900	10.2470	D   	1	VISION J05351121-0517209
05 35 11.312	-05 24 38.194	YSO                   	       	15.8530	12.7870	F   	1	VISION J05351131-0524382
05 35 11.308	-05 21 15.550	*inCl                 	17.1410	13.8780	12.1890	AD  	2	MLLA  846
05 35 11.383	-05 17 46.536	pMS*                  	15.4460	13.8120	12.9570	D   	1	[MGM2012] 2105
05 35 11.470	-05 17 57.356	Orion_V*              	15.1930	13.1460	11.8910	D   	1	[MGM2012] 2099
05 35 11.474	-05 44 18.263	pMS*                  	13.8310	13.1310	12.7680	D   	1	[MGM2012] 1249
05 35 11.508	-05 25 53.328	Orion_V*              	16.5850	14.1720	12.8020	D   	1	[MGM2012] 1710
05 35 11.650	-05 24 21.435	pMS*                  	12.7210	11.8650	11.3000	D   	1	VISION J05351165-0524214
05 35 11.657	-05 31 00.978	pMS*                  	12.9450	12.1930	11.8470	D   	1	[MGM2012] 1522
05 35 11.667	-05 26 08.580	Orion_V*              	13.5320	11.5720	10.4710	D   	1	[MGM2012] 1697
05 35 11.763	-05 21 32.729	*inCl                 	15.7780	13.3110	11.7200	D   	2	MAX  21
05 35 11.782	-05 27 30.906	pMS*                  	15.5870	13.8340	12.9360	D   	1	[MGM2012] 1645
05 35 11.783	-05 18 34.860	pMS*                  	15.1690	13.1510	12.0560	D   	1	[MGM2012] 2078
05 35 11.780	-04 49 30.192	Orion_V*              	13.5570	12.5740	12.1530	D   	1	[MGM2012] 2602
05 35 11.800	-05 21 49.269	TTau*                 	15.6890	11.8870	10.0680	AD  	2	VISION J05351180-0521493
05 35 11.790	-04 54 21.385	pMS*                  	16.1750	14.5830	13.7040	D   	1	[MGM2012] 2523
05 35 11.850	-05 21 00.314	YSO                   	       	12.5410	10.3380	F   	1	[MGM2012] 1969
05 35 11.886	-05 31 55.250	pMS*                  	11.0710	10.3430	10.0790	AD  	1	[MGM2012] 1499
05 35 11.887	-05 19 26.270	Irregular_V*          	11.0320	 9.7310	10.0540	F   	1	[MGM2012] 2045
05 35 11.883	-05 21 03.351	Orion_V*              	12.3210	10.8530	 9.9230	D   	1	[MGM2012] 1966
05 35 11.891	-05 20 02.009	pMS*                  	14.3560	13.2240	12.6300	AD  	1	[MGM2012] 2008
05 35 11.928	-05 31 53.320	pMS*                  	12.6810	12.5900	11.8040	D   	1	[MGM2012] 1500
05 35 11.940	-05 29 32.705	Irregular_V*          	14.9260	14.0810	13.6410	AD  	1	[MGM2012] 1572
05 35 11.949	-05 28 44.909	pMS*                  	16.0600	14.2800	13.2590	AD  	1	[MGM2012] 1593
05 35 11.970	-05 20 33.100	Orion_V*              	10.9280	 9.5960	 8.8510	D   	1	[MGM2012] 1987
05 35 11.973	-05 22 54.101	pMS*                  	12.4230	10.6840	 9.6380	D   	1	VISION J05351197-0522541
05 35 11.986	-06 25 09.791	pMS*                  	15.6330	15.0500	14.7000	AD  	1	[MGM2012] 893
05 35 12.046	-06 49 54.448	pMS*                  	13.0130	12.3940	12.1290	D   	1	[MGM2012] 757
05 35 12.033	-05 18 41.026	Orion_V*              	       	16.0700	13.9820	F   	1	[MGM2012] 2073
05 35 12.049	-05 28 08.209	Orion_V*              	14.3990	13.5190	12.9870	D   	1	[MGM2012] 1624
05 35 12.055	-05 47 29.571	pMS*                  	14.0660	13.2990	12.8900	D   	1	[MGM2012] 1205
05 35 12.119	-05 24 33.772	Orion_V*              	13.8190	12.9570	12.5580	D   	1	VISION J05351212-0524338
05 35 12.158	-05 30 20.038	Orion_V*              	13.0490	12.3540	12.0300	D   	1	[MGM2012] 1545
05 35 12.194	-05 24 56.408	pMS*                  	16.5250	12.7060	11.0640	D   	1	[MGM2012] 1752
05 35 12.208	-05 30 32.889	Orion_V*              	12.9870	11.4960	10.4940	D   	1	[MGM2012] 1537
05 35 12.274	-05 23 47.939	*inCl                 	10.7180	 9.8920	 9.5680	AD  	1	VISION J05351227-0523479
05 35 12.270	-05 20 45.157	pMS*                  	12.1780	11.1410	10.5390	D   	1	[MGM2012] 1976
05 35 12.286	-05 17 50.096	pMS*                  	16.2130	14.7500	13.9170	D   	1	[MGM2012] 2103
05 35 12.292	-05 04 26.349	pMS*                  	18.5080	16.2880	14.9700	D   	1	[MGM2012] 2396
05 35 12.335	-05 54 35.239	pMS*                  	13.9110	13.3380	13.0510	TD  	1	[MGM2012] 1142
05 35 12.337	-05 56 07.392	pMS*                  	14.5930	14.0030	13.6710	D   	1	[MGM2012] 1118
05 35 12.363	-05 43 18.461	Orion_V*              	11.1940	10.4610	10.2520	D   	1	[MGM2012] 1263
05 35 12.504	-04 48 21.537	pMS*                  	14.7980	14.1720	13.6590	D   	1	[MGM2012] 2623
05 35 12.564	-05 16 33.272	pMS*                  	13.7480	11.3910	 9.8810	D   	1	[MGM2012] 2156
05 35 12.595	-05 23 44.037	Orion_V*              	 9.8410	 9.0860	 8.6480	D   	1	VISION J05351259-0523440
05 35 12.631	-05 26 32.575	                      	       	18.0050	15.0630	D   	2	VISION J05351263-0526326
05 35 12.570	-05 23 01.970	*inCl                 	13.7700	11.7800	11.0120	D   	2	VISION J05351257-0523020
05 35 12.650	-04 52 19.285	pMS*                  	15.3970	14.2720	13.6230	D   	1	[MGM2012] 2558
05 35 12.692	-05 19 35.370	Orion_V*              	13.3700	       	11.5000	AD  	1	[MGM2012] 2036
05 35 12.690	-05 37 29.049	pMS*                  	14.7120	13.8840	13.3050	D   	1	[MGM2012] 1364
05 35 12.706	-05 27 10.608	pMS*                  	12.7830	11.8970	11.4420	AD  	1	VISION J05351271-0527106
05 35 12.694	-04 54 02.633	Orion_V*              	17.1640	13.8290	12.5280	D   	1	[MGM2012] 2531
05 35 12.723	-05 15 43.192	pMS*                  	14.8270	13.9370	13.4100	AD  	1	[MGM2012] 2180
05 35 12.772	-05 20 34.913	IR                    	13.3110	12.1890	11.6790	D   	1	VISION J05351277-0520349
05 35 12.819	-05 20 43.630	Orion_V*              	11.6390	10.9180	 9.9230	D   	1	[MGM2012] 1978
05 35 12.830	-05 55 26.380	pMS*                  	13.5030	12.8560	12.5590	D   	1	[MGM2012] 1134
05 35 12.846	-05 21 33.977	*inCl                 	15.5190	12.2370	10.4110	D   	1	VISION J05351285-0521340
05 35 12.860	-05 15 48.739	pMS*                  	15.2020	14.3970	13.9200	AD  	1	[MGM2012] 2174
05 35 12.907	-05 45 37.582	Orion_V*              	13.3270	12.6120	12.1770	D   	1	[MGM2012] 1226
05 35 12.997	-05 39 34.844	Ae*                   	 9.5670	 8.6950	 8.1600	D   	1	[MGM2012] 1331
05 35 13.031	-05 00 26.184	pMS*                  	       	17.6940	14.8930	D   	1	[MGM2012] 2448
05 35 13.038	-05 34 03.568	Orion_V*              	12.9960	12.0290	11.4460	D   	1	[MGM2012] 1444
05 35 13.101	-04 55 52.470	pMS*                  	13.2500	10.8860	 9.3600	D   	1	[MGM2012] 2505
05 35 13.122	-05 43 17.820	pMS*                  	14.7660	14.1710	13.8340	D   	1	[MGM2012] 1264
05 35 13.169	-05 17 30.733	Orion_V*              	17.0460	14.0880	12.3610	D   	1	[MGM2012] 2114
05 35 13.174	-05 36 17.913	Orion_V*              	13.5330	12.6170	12.4190	D   	1	[MGM2012] 1396
05 35 13.198	-05 24 55.418	Orion_V*              	10.3980	 9.0410	 8.1230	D   	1	[MGM2012] 1754
05 35 13.191	-04 41 54.424	pMS*                  	12.9580	12.1400	11.7730	D   	1	[MGM2012] 2694
05 35 13.212	-05 20 52.727	Orion_V*              	12.3660	11.0860	10.3270	D   	1	VISION J05351321-0520527
05 35 13.245	-05 27 54.179	Orion_V*              	11.3780	 9.9190	 9.2710	D   	1	[MGM2012] 1630
05 35 13.303	-05 20 18.927	Orion_V*              	11.6370	10.1510	 9.4100	D   	1	VISION J05351330-0520189
05 35 13.332	-04 51 44.862	Orion_V*              	 8.0860	 7.7440	 7.5820	AD  	1	[MGM2012] 2567
05 35 13.374	-05 28 17.507	Orion_V*              	17.7140	14.4410	12.4170	AD  	1	[MGM2012] 1614
05 35 13.442	-05 23 40.188	Orion_V*              	11.5730	10.3390	 9.4500	D   	1	VISION J05351344-0523402
05 35 13.406	-05 23 29.284	YSO                   	       	       	13.3330	I   	1	VISION J05351341-0523293
05 35 13.433	-05 57 58.053	YSO                   	       	19.8460	16.5750	0   	1	HOPS 11
05 35 13.432	-05 21 07.301	Orion_V*              	13.6490	       	10.9870	AD  	1	[MGM2012] 1961
05 35 13.459	-05 35 02.972	Orion_V*              	15.0570	13.3480	12.5350	AD  	1	[MGM2012] 1423
05 35 13.500	-05 17 31.248	Orion_V*              	13.3070	11.6860	11.5020	AD  	1	[MGM2012] 2113
05 35 13.547	-06 48 03.163	pMS*                  	14.0760	13.4890	13.2100	D   	1	[MGM2012] 764
05 35 13.563	-05 17 45.807	Orion_V*              	19.5070	14.8650	12.3040	D   	1	[MGM2012] 2107
05 35 13.578	-05 35 08.008	Orion_V*              	12.7490	11.6840	10.4570	D   	1	[MGM2012] 1420
05 35 13.563	-05 27 57.300	pMS*                  	12.7960	11.9530	11.6490	AD  	1	VISION J05351356-0527573
05 35 13.580	-05 20 39.250	pMS*                  	15.2520	13.3020	12.4150	AD  	1	[MGM2012] 1984
05 35 13.573	-05 18 57.281	pMS*                  	14.8720	13.1870	12.3290	D   	1	[MGM2012] 2061
05 35 13.580	-05 23 55.216	Radio                 	       	       	10.8780	I   	1	VISION J05351358-0523552
05 35 13.621	-05 19 54.836	YSO                   	11.0490	 9.2610	 8.1620	F   	1	VISION J05351362-0519548
05 35 13.601	-05 30 57.578	Orion_V*              	10.1820	 9.2620	 8.6240	D   	1	[MGM2012] 1524
05 35 13.623	-05 14 21.908	pMS*                  	15.7790	14.8520	14.3550	D   	1	[MGM2012] 2209
05 35 13.650	-05 33 33.172	pMS*                  	17.7230	15.4990	14.1070	D   	1	[MGM2012] 1457
05 35 13.655	-05 28 46.278	Orion_V*              	12.4370	11.3340	10.8420	D   	1	VISION J05351366-0528463
05 35 13.702	-04 42 58.679	Orion_V*              	11.9020	11.0120	10.6350	D   	1	[MGM2012] 2688
05 35 13.721	-05 21 35.859	pMS*                  	       	12.9100	10.5710	D   	1	VISION J05351372-0521359
05 35 13.713	-04 45 02.391	pMS*                  	16.0890	15.3780	14.8900	D   	1	[MGM2012] 2665
05 35 13.754	-05 34 54.879	Orion_V*              	12.7980	11.5400	10.8570	D   	1	[MGM2012] 1427
05 35 13.763	-05 39 10.058	Orion_V*              	10.8240	10.0270	 9.6820	D   	1	[MGM2012] 1335
05 35 13.797	-05 23 40.101	YSO                   	       	       	11.6140	I   	1	VISION J05351380-0523401
05 35 13.799	-05 21 59.644	Orion_V*              	12.2470	 9.2100	 6.8330	F   	1	VISION J05351380-0521596
05 35 13.821	-05 27 36.878	pMS*                  	12.7920	11.8650	11.4640	AD  	1	[MGM2012] 1641
05 35 13.878	-05 24 26.164	Star                  	       	       	11.9600	D   	1	[MGM2012] 1775
05 35 13.944	-05 27 00.824	Orion_V*              	       	15.1140	11.8620	AD  	1	[MGM2012] 1659
05 35 13.971	-05 21 23.298	V*                    	12.8960	10.7680	 9.5740	AD  	2	VISION J05351397-0521233
05 35 14.035	-05 52 09.029	Orion_V*              	11.8450	11.0990	10.7330	TD  	1	[MGM2012] 1161
05 35 14.051	-05 19 52.028	Orion_V*              	11.4440	10.6440	10.1540	D   	1	[MGM2012] 2020
05 35 14.057	-05 25 20.308	Irregular_V*          	12.9890	11.8500	11.2140	D   	1	VISION J05351406-0525203
05 35 14.069	-04 53 11.162	Orion_V*              	15.5060	13.3190	12.0160	D   	1	[MGM2012] 2547
